Index,factionsInGame,Factions.1,Factions.2,Factions.3,Factions.4,Factions.5,Factions.6,Factions.7,Factions.8
3805,"Firmament, Nomad, Embers of Muaat, Arborec, Yssaril Tribes, Barony of Letnev","Firmament"," Nomad"," Embers of Muaat"," Arborec"," Yssaril Tribes"," Barony of Letnev","",""
3851,"Winnu, Vuil'raith Cabal, Clan of Saar, Mentak Coalition, Ghosts of Creuss, Barony of Letnev","Winnu"," Vuil'raith Cabal"," Clan of Saar"," Mentak Coalition"," Ghosts of Creuss"," Barony of Letnev","",""
3996,"Mentak Coalition, Nomad, Winnu, Sardakk N'orr, Xxcha Kingdom, Barony of Letnev","Mentak Coalition"," Nomad"," Winnu"," Sardakk N'orr"," Xxcha Kingdom"," Barony of Letnev","",""
4022,"Universities of Jol-Nar, Nekro Virus, Ghosts of Creuss, Winnu, Embers of Muaat, Barony of Letnev","Universities of Jol-Nar"," Nekro Virus"," Ghosts of Creuss"," Winnu"," Embers of Muaat"," Barony of Letnev","",""
4142,"Clan of Saar, Vuil'raith Cabal, Mentak Coalition, Titans of Ul, Xxcha Kingdom, Barony of Letnev","Clan of Saar"," Vuil'raith Cabal"," Mentak Coalition"," Titans of Ul"," Xxcha Kingdom"," Barony of Letnev","",""
4168,"Keleres ~ Mentak, Mahact Gene-Sorcerers, Embers of Muaat, Titans of Ul, Winnu, Barony of Letnev","Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Embers of Muaat"," Titans of Ul"," Winnu"," Barony of Letnev","",""
4182,"Nomad, Titans of Ul, Embers of Muaat, Naalu Collective, Vuil'raith Cabal, Barony of Letnev","Nomad"," Titans of Ul"," Embers of Muaat"," Naalu Collective"," Vuil'raith Cabal"," Barony of Letnev","",""
4202,"Nomad, Empyrean, Winnu, Naaz-Rokha Alliance, Nekro Virus, Barony of Letnev","Nomad"," Empyrean"," Winnu"," Naaz-Rokha Alliance"," Nekro Virus"," Barony of Letnev","",""
4265,"Xxcha Kingdom, Nekro Virus, Yssaril Tribes, Sardakk N'orr, Federation of Sol, Barony of Letnev","Xxcha Kingdom"," Nekro Virus"," Yssaril Tribes"," Sardakk N'orr"," Federation of Sol"," Barony of Letnev","",""
4389,"Naalu Collective, L1Z1X Mindnet, Mentak Coalition, Mahact Gene-Sorcerers, Sardakk N'orr, Barony of Letnev","Naalu Collective"," L1Z1X Mindnet"," Mentak Coalition"," Mahact Gene-Sorcerers"," Sardakk N'orr"," Barony of Letnev","",""
4574,"Universities of Jol-Nar, Empyrean, Naalu Collective, Titans of Ul, Xxcha Kingdom, Barony of Letnev","Universities of Jol-Nar"," Empyrean"," Naalu Collective"," Titans of Ul"," Xxcha Kingdom"," Barony of Letnev","",""
4719,"Empyrean, Clan of Saar, Naalu Collective, Naaz-Rokha Alliance, Sardakk N'orr, Barony of Letnev","Empyrean"," Clan of Saar"," Naalu Collective"," Naaz-Rokha Alliance"," Sardakk N'orr"," Barony of Letnev","",""
4876,"Universities of Jol-Nar, Nomad, Arborec, Titans of Ul, Naalu Collective, Barony of Letnev","Universities of Jol-Nar"," Nomad"," Arborec"," Titans of Ul"," Naalu Collective"," Barony of Letnev","",""
5135,"Ghosts of Creuss, Emirates of Hacan, Mahact Gene-Sorcerers, Clan of Saar, Sardakk N'orr, Barony of Letnev","Ghosts of Creuss"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Clan of Saar"," Sardakk N'orr"," Barony of Letnev","",""
5147,"Ghosts of Creuss, Titans of Ul, Yin Brotherhood, Universities of Jol-Nar, Embers of Muaat, Barony of Letnev","Ghosts of Creuss"," Titans of Ul"," Yin Brotherhood"," Universities of Jol-Nar"," Embers of Muaat"," Barony of Letnev","",""
5148,"Sardakk N'orr, Empyrean, Xxcha Kingdom, Argent Flight, Titans of Ul, Barony of Letnev","Sardakk N'orr"," Empyrean"," Xxcha Kingdom"," Argent Flight"," Titans of Ul"," Barony of Letnev","",""
5184,"Ghosts of Creuss, Naalu Collective, Empyrean, Clan of Saar, Mentak Coalition, Barony of Letnev","Ghosts of Creuss"," Naalu Collective"," Empyrean"," Clan of Saar"," Mentak Coalition"," Barony of Letnev","",""
5216,"L1Z1X Mindnet, Yin Brotherhood, Universities of Jol-Nar, Clan of Saar, Arborec, Barony of Letnev","L1Z1X Mindnet"," Yin Brotherhood"," Universities of Jol-Nar"," Clan of Saar"," Arborec"," Barony of Letnev","",""
5324,"Argent Flight, Nekro Virus, Xxcha Kingdom, Titans of Ul, Winnu, Barony of Letnev","Argent Flight"," Nekro Virus"," Xxcha Kingdom"," Titans of Ul"," Winnu"," Barony of Letnev","",""
5374,"L1Z1X Mindnet, Arborec, Vuil'raith Cabal, Sardakk N'orr, Embers of Muaat, Barony of Letnev","L1Z1X Mindnet"," Arborec"," Vuil'raith Cabal"," Sardakk N'orr"," Embers of Muaat"," Barony of Letnev","",""
5404,"Naaz-Rokha Alliance, Embers of Muaat, Yin Brotherhood, Nomad, Yssaril Tribes, Barony of Letnev","Naaz-Rokha Alliance"," Embers of Muaat"," Yin Brotherhood"," Nomad"," Yssaril Tribes"," Barony of Letnev","",""
5442,"Mahact Gene-Sorcerers, L1Z1X Mindnet, Naalu Collective, Titans of Ul, Nomad, Barony of Letnev","Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Naalu Collective"," Titans of Ul"," Nomad"," Barony of Letnev","",""
5575,"Arborec, Keleres ~ Mentak, Yin Brotherhood, Xxcha Kingdom, Nomad, Barony of Letnev","Arborec"," Keleres ~ Mentak"," Yin Brotherhood"," Xxcha Kingdom"," Nomad"," Barony of Letnev","",""
5581,"Yssaril Tribes, Nomad, Universities of Jol-Nar, L1Z1X Mindnet, Titans of Ul, Barony of Letnev","Yssaril Tribes"," Nomad"," Universities of Jol-Nar"," L1Z1X Mindnet"," Titans of Ul"," Barony of Letnev","",""
5640,"Keleres ~ Mentak, L1Z1X Mindnet, Titans of Ul, Embers of Muaat, Yin Brotherhood, Barony of Letnev","Keleres ~ Mentak"," L1Z1X Mindnet"," Titans of Ul"," Embers of Muaat"," Yin Brotherhood"," Barony of Letnev","",""
5662,"Mahact Gene-Sorcerers, Vuil'raith Cabal, Universities of Jol-Nar, Emirates of Hacan, Xxcha Kingdom, Barony of Letnev","Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Universities of Jol-Nar"," Emirates of Hacan"," Xxcha Kingdom"," Barony of Letnev","",""
5668,"Naaz-Rokha Alliance, Vuil'raith Cabal, Yssaril Tribes, Argent Flight, Ghosts of Creuss, Barony of Letnev","Naaz-Rokha Alliance"," Vuil'raith Cabal"," Yssaril Tribes"," Argent Flight"," Ghosts of Creuss"," Barony of Letnev","",""
5690,"Nomad, Nekro Virus, Empyrean, Winnu, Yssaril Tribes, Barony of Letnev","Nomad"," Nekro Virus"," Empyrean"," Winnu"," Yssaril Tribes"," Barony of Letnev","",""
5754,"Mahact Gene-Sorcerers, Nomad, Titans of Ul, Keleres ~ Mentak, Naalu Collective, Barony of Letnev","Mahact Gene-Sorcerers"," Nomad"," Titans of Ul"," Keleres ~ Mentak"," Naalu Collective"," Barony of Letnev","",""
5762,"Ghosts of Creuss, Titans of Ul, Argent Flight, Nekro Virus, Sardakk N'orr, Barony of Letnev","Ghosts of Creuss"," Titans of Ul"," Argent Flight"," Nekro Virus"," Sardakk N'orr"," Barony of Letnev","",""
5843,"Clan of Saar, Vuil'raith Cabal, Empyrean, Federation of Sol, Nekro Virus, Barony of Letnev","Clan of Saar"," Vuil'raith Cabal"," Empyrean"," Federation of Sol"," Nekro Virus"," Barony of Letnev","",""
5890,"Arborec, Universities of Jol-Nar, Federation of Sol, Yssaril Tribes, Titans of Ul, Barony of Letnev","Arborec"," Universities of Jol-Nar"," Federation of Sol"," Yssaril Tribes"," Titans of Ul"," Barony of Letnev","",""
5961,"Universities of Jol-Nar, Nekro Virus, Argent Flight, Nomad, Sardakk N'orr, Barony of Letnev","Universities of Jol-Nar"," Nekro Virus"," Argent Flight"," Nomad"," Sardakk N'orr"," Barony of Letnev","",""
6081,"Empyrean, Sardakk N'orr, Argent Flight, Naaz-Rokha Alliance, Naalu Collective, Barony of Letnev","Empyrean"," Sardakk N'orr"," Argent Flight"," Naaz-Rokha Alliance"," Naalu Collective"," Barony of Letnev","",""
6150,"Naalu Collective, Universities of Jol-Nar, Titans of Ul, Arborec, Ghosts of Creuss, Barony of Letnev","Naalu Collective"," Universities of Jol-Nar"," Titans of Ul"," Arborec"," Ghosts of Creuss"," Barony of Letnev","",""
6160,"Empyrean, Federation of Sol, Nekro Virus, Ghosts of Creuss, Sardakk N'orr, Barony of Letnev","Empyrean"," Federation of Sol"," Nekro Virus"," Ghosts of Creuss"," Sardakk N'orr"," Barony of Letnev","",""
6170,"Argent Flight, Vuil'raith Cabal, Xxcha Kingdom, Emirates of Hacan, Keleres ~ Mentak, Barony of Letnev","Argent Flight"," Vuil'raith Cabal"," Xxcha Kingdom"," Emirates of Hacan"," Keleres ~ Mentak"," Barony of Letnev","",""
6202,"Naaz-Rokha Alliance, L1Z1X Mindnet, Xxcha Kingdom, Yssaril Tribes, Clan of Saar, Barony of Letnev","Naaz-Rokha Alliance"," L1Z1X Mindnet"," Xxcha Kingdom"," Yssaril Tribes"," Clan of Saar"," Barony of Letnev","",""
6239,"Empyrean, L1Z1X Mindnet, Emirates of Hacan, Titans of Ul, Mahact Gene-Sorcerers, Barony of Letnev","Empyrean"," L1Z1X Mindnet"," Emirates of Hacan"," Titans of Ul"," Mahact Gene-Sorcerers"," Barony of Letnev","",""
6242,"Arborec, Vuil'raith Cabal, Universities of Jol-Nar, Yin Brotherhood, Clan of Saar, Barony of Letnev","Arborec"," Vuil'raith Cabal"," Universities of Jol-Nar"," Yin Brotherhood"," Clan of Saar"," Barony of Letnev","",""
6248,"Empyrean, Sardakk N'orr, Clan of Saar, Embers of Muaat, Arborec, Barony of Letnev","Empyrean"," Sardakk N'orr"," Clan of Saar"," Embers of Muaat"," Arborec"," Barony of Letnev","",""
6330,"Embers of Muaat, Ghosts of Creuss, Yin Brotherhood, Vuil'raith Cabal, Federation of Sol, Barony of Letnev","Embers of Muaat"," Ghosts of Creuss"," Yin Brotherhood"," Vuil'raith Cabal"," Federation of Sol"," Barony of Letnev","",""
6378,"Vuil'raith Cabal, Universities of Jol-Nar, Sardakk N'orr, Embers of Muaat, Yin Brotherhood, Barony of Letnev","Vuil'raith Cabal"," Universities of Jol-Nar"," Sardakk N'orr"," Embers of Muaat"," Yin Brotherhood"," Barony of Letnev","",""
6502,"Mentak Coalition, Nekro Virus, Clan of Saar, Empyrean, Naalu Collective, Barony of Letnev","Mentak Coalition"," Nekro Virus"," Clan of Saar"," Empyrean"," Naalu Collective"," Barony of Letnev","",""
6594,"Nomad, Arborec, Xxcha Kingdom, Mentak Coalition, Titans of Ul, Barony of Letnev","Nomad"," Arborec"," Xxcha Kingdom"," Mentak Coalition"," Titans of Ul"," Barony of Letnev","",""
6610,"Empyrean, Universities of Jol-Nar, Ghosts of Creuss, Arborec, Embers of Muaat, Barony of Letnev","Empyrean"," Universities of Jol-Nar"," Ghosts of Creuss"," Arborec"," Embers of Muaat"," Barony of Letnev","",""
6631,"Sardakk N'orr, L1Z1X Mindnet, Keleres ~ Mentak, Titans of Ul, Vuil'raith Cabal, Barony of Letnev","Sardakk N'orr"," L1Z1X Mindnet"," Keleres ~ Mentak"," Titans of Ul"," Vuil'raith Cabal"," Barony of Letnev","",""
6679,"Federation of Sol, Embers of Muaat, Keleres ~ Mentak, Clan of Saar, Emirates of Hacan, Barony of Letnev","Federation of Sol"," Embers of Muaat"," Keleres ~ Mentak"," Clan of Saar"," Emirates of Hacan"," Barony of Letnev","",""
6712,"Nekro Virus, Emirates of Hacan, Sardakk N'orr, Argent Flight, Xxcha Kingdom, Barony of Letnev","Nekro Virus"," Emirates of Hacan"," Sardakk N'orr"," Argent Flight"," Xxcha Kingdom"," Barony of Letnev","",""
6754,"Arborec, Mentak Coalition, Nekro Virus, Empyrean, Ghosts of Creuss, Barony of Letnev","Arborec"," Mentak Coalition"," Nekro Virus"," Empyrean"," Ghosts of Creuss"," Barony of Letnev","",""
6762,"Naaz-Rokha Alliance, Nekro Virus, Ghosts of Creuss, Embers of Muaat, Mentak Coalition, Barony of Letnev","Naaz-Rokha Alliance"," Nekro Virus"," Ghosts of Creuss"," Embers of Muaat"," Mentak Coalition"," Barony of Letnev","",""
6865,"Federation of Sol, Embers of Muaat, Titans of Ul, Sardakk N'orr, Vuil'raith Cabal, Barony of Letnev","Federation of Sol"," Embers of Muaat"," Titans of Ul"," Sardakk N'orr"," Vuil'raith Cabal"," Barony of Letnev","",""
7140,"Naaz-Rokha Alliance, Yssaril Tribes, Winnu, Keleres ~ Mentak, Universities of Jol-Nar, Barony of Letnev","Naaz-Rokha Alliance"," Yssaril Tribes"," Winnu"," Keleres ~ Mentak"," Universities of Jol-Nar"," Barony of Letnev","",""
7197,"Keleres ~ Mentak, Empyrean, Mahact Gene-Sorcerers, Nekro Virus, Federation of Sol, Barony of Letnev","Keleres ~ Mentak"," Empyrean"," Mahact Gene-Sorcerers"," Nekro Virus"," Federation of Sol"," Barony of Letnev","",""
7417,"Mentak Coalition, Yin Brotherhood, Sardakk N'orr, Naaz-Rokha Alliance, Winnu, Barony of Letnev","Mentak Coalition"," Yin Brotherhood"," Sardakk N'orr"," Naaz-Rokha Alliance"," Winnu"," Barony of Letnev","",""
7486,"Sardakk N'orr, L1Z1X Mindnet, Embers of Muaat, Ghosts of Creuss, Keleres ~ Mentak, Barony of Letnev","Sardakk N'orr"," L1Z1X Mindnet"," Embers of Muaat"," Ghosts of Creuss"," Keleres ~ Mentak"," Barony of Letnev","",""
7686,"Xxcha Kingdom, Empyrean, Ghosts of Creuss, Mahact Gene-Sorcerers, Federation of Sol, Barony of Letnev","Xxcha Kingdom"," Empyrean"," Ghosts of Creuss"," Mahact Gene-Sorcerers"," Federation of Sol"," Barony of Letnev","",""
7808,"Xxcha Kingdom, Emirates of Hacan, Federation of Sol, Winnu, Arborec, Barony of Letnev","Xxcha Kingdom"," Emirates of Hacan"," Federation of Sol"," Winnu"," Arborec"," Barony of Letnev","",""
7910,"Titans of Ul, Nekro Virus, Federation of Sol, Naalu Collective, L1Z1X Mindnet, Barony of Letnev","Titans of Ul"," Nekro Virus"," Federation of Sol"," Naalu Collective"," L1Z1X Mindnet"," Barony of Letnev","",""
8024,"Sardakk N'orr, L1Z1X Mindnet, Clan of Saar, Xxcha Kingdom, Vuil'raith Cabal, Barony of Letnev","Sardakk N'orr"," L1Z1X Mindnet"," Clan of Saar"," Xxcha Kingdom"," Vuil'raith Cabal"," Barony of Letnev","",""
8207,"Embers of Muaat, Clan of Saar, Nekro Virus, Emirates of Hacan, Universities of Jol-Nar, Barony of Letnev","Embers of Muaat"," Clan of Saar"," Nekro Virus"," Emirates of Hacan"," Universities of Jol-Nar"," Barony of Letnev","",""
8253,"Titans of Ul, Yssaril Tribes, Naalu Collective, Vuil'raith Cabal, Empyrean, Barony of Letnev","Titans of Ul"," Yssaril Tribes"," Naalu Collective"," Vuil'raith Cabal"," Empyrean"," Barony of Letnev","",""
8325,"Empyrean, Winnu, Titans of Ul, Yin Brotherhood, Naalu Collective, Barony of Letnev","Empyrean"," Winnu"," Titans of Ul"," Yin Brotherhood"," Naalu Collective"," Barony of Letnev","",""
8522,"L1Z1X Mindnet, Sardakk N'orr, Argent Flight, Universities of Jol-Nar, Xxcha Kingdom, Barony of Letnev","L1Z1X Mindnet"," Sardakk N'orr"," Argent Flight"," Universities of Jol-Nar"," Xxcha Kingdom"," Barony of Letnev","",""
8556,"Winnu, Arborec, Sardakk N'orr, Naaz-Rokha Alliance, Keleres ~ Mentak, Barony of Letnev","Winnu"," Arborec"," Sardakk N'orr"," Naaz-Rokha Alliance"," Keleres ~ Mentak"," Barony of Letnev","",""
8568,"Naalu Collective, Keleres ~ Mentak, Naaz-Rokha Alliance, Empyrean, Nekro Virus, Barony of Letnev","Naalu Collective"," Keleres ~ Mentak"," Naaz-Rokha Alliance"," Empyrean"," Nekro Virus"," Barony of Letnev","",""
8798,"Xxcha Kingdom, Embers of Muaat, Nomad, Naalu Collective, Mahact Gene-Sorcerers, Barony of Letnev","Xxcha Kingdom"," Embers of Muaat"," Nomad"," Naalu Collective"," Mahact Gene-Sorcerers"," Barony of Letnev","",""
8919,"Yin Brotherhood, Mahact Gene-Sorcerers, Yssaril Tribes, Nekro Virus, Argent Flight, Barony of Letnev","Yin Brotherhood"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Nekro Virus"," Argent Flight"," Barony of Letnev","",""
9040,"Naalu Collective, Nekro Virus, Emirates of Hacan, Mahact Gene-Sorcerers, Mentak Coalition, Barony of Letnev","Naalu Collective"," Nekro Virus"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Mentak Coalition"," Barony of Letnev","",""
9158,"Yin Brotherhood, Vuil'raith Cabal, Nomad, Sardakk N'orr, Ghosts of Creuss, Barony of Letnev","Yin Brotherhood"," Vuil'raith Cabal"," Nomad"," Sardakk N'orr"," Ghosts of Creuss"," Barony of Letnev","",""
9303,"Sardakk N'orr, Nomad, Titans of Ul, Argent Flight, Winnu, Barony of Letnev","Sardakk N'orr"," Nomad"," Titans of Ul"," Argent Flight"," Winnu"," Barony of Letnev","",""
9332,"Nomad, Empyrean, Arborec, Sardakk N'orr, Universities of Jol-Nar, Barony of Letnev","Nomad"," Empyrean"," Arborec"," Sardakk N'orr"," Universities of Jol-Nar"," Barony of Letnev","",""
9386,"Mentak Coalition, Sardakk N'orr, L1Z1X Mindnet, Naalu Collective, Federation of Sol, Barony of Letnev","Mentak Coalition"," Sardakk N'orr"," L1Z1X Mindnet"," Naalu Collective"," Federation of Sol"," Barony of Letnev","",""
9489,"Sardakk N'orr, Yin Brotherhood, Universities of Jol-Nar, Keleres ~ Mentak, Vuil'raith Cabal, Barony of Letnev","Sardakk N'orr"," Yin Brotherhood"," Universities of Jol-Nar"," Keleres ~ Mentak"," Vuil'raith Cabal"," Barony of Letnev","",""
9534,"Naalu Collective, Xxcha Kingdom, Keleres ~ Mentak, Yssaril Tribes, Nomad, Barony of Letnev","Naalu Collective"," Xxcha Kingdom"," Keleres ~ Mentak"," Yssaril Tribes"," Nomad"," Barony of Letnev","",""
9667,"Mahact Gene-Sorcerers, Empyrean, Mentak Coalition, Nomad, L1Z1X Mindnet, Barony of Letnev","Mahact Gene-Sorcerers"," Empyrean"," Mentak Coalition"," Nomad"," L1Z1X Mindnet"," Barony of Letnev","",""
9926,"Nekro Virus, Universities of Jol-Nar, Xxcha Kingdom, Naaz-Rokha Alliance, Argent Flight, Barony of Letnev","Nekro Virus"," Universities of Jol-Nar"," Xxcha Kingdom"," Naaz-Rokha Alliance"," Argent Flight"," Barony of Letnev","",""
9951,"Argent Flight, Vuil'raith Cabal, Mentak Coalition, Sardakk N'orr, Empyrean, Barony of Letnev","Argent Flight"," Vuil'raith Cabal"," Mentak Coalition"," Sardakk N'orr"," Empyrean"," Barony of Letnev","",""
9971,"Yin Brotherhood, Embers of Muaat, Federation of Sol, Sardakk N'orr, Mahact Gene-Sorcerers, Barony of Letnev","Yin Brotherhood"," Embers of Muaat"," Federation of Sol"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Barony of Letnev","",""
10036,"Yin Brotherhood, Universities of Jol-Nar, Naalu Collective, Keleres ~ Mentak, Arborec, Barony of Letnev","Yin Brotherhood"," Universities of Jol-Nar"," Naalu Collective"," Keleres ~ Mentak"," Arborec"," Barony of Letnev","",""
10042,"Keleres ~ Mentak, Universities of Jol-Nar, Arborec, Clan of Saar, Vuil'raith Cabal, Barony of Letnev","Keleres ~ Mentak"," Universities of Jol-Nar"," Arborec"," Clan of Saar"," Vuil'raith Cabal"," Barony of Letnev","",""
10094,"Xxcha Kingdom, L1Z1X Mindnet, Mentak Coalition, Argent Flight, Naalu Collective, Barony of Letnev","Xxcha Kingdom"," L1Z1X Mindnet"," Mentak Coalition"," Argent Flight"," Naalu Collective"," Barony of Letnev","",""
10135,"Arborec, Winnu, Argent Flight, Mahact Gene-Sorcerers, Empyrean, Barony of Letnev","Arborec"," Winnu"," Argent Flight"," Mahact Gene-Sorcerers"," Empyrean"," Barony of Letnev","",""
10192,"Winnu, Naaz-Rokha Alliance, Mahact Gene-Sorcerers, L1Z1X Mindnet, Xxcha Kingdom, Barony of Letnev","Winnu"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Xxcha Kingdom"," Barony of Letnev","",""
10402,"Ghosts of Creuss, Embers of Muaat, Xxcha Kingdom, Nekro Virus, Arborec, Barony of Letnev","Ghosts of Creuss"," Embers of Muaat"," Xxcha Kingdom"," Nekro Virus"," Arborec"," Barony of Letnev","",""
10412,"Emirates of Hacan, Embers of Muaat, Keleres ~ Mentak, Naalu Collective, Mahact Gene-Sorcerers, Barony of Letnev","Emirates of Hacan"," Embers of Muaat"," Keleres ~ Mentak"," Naalu Collective"," Mahact Gene-Sorcerers"," Barony of Letnev","",""
10432,"Mentak Coalition, Empyrean, Naalu Collective, Vuil'raith Cabal, Emirates of Hacan, Barony of Letnev","Mentak Coalition"," Empyrean"," Naalu Collective"," Vuil'raith Cabal"," Emirates of Hacan"," Barony of Letnev","",""
10433,"Mahact Gene-Sorcerers, Nomad, Winnu, Yssaril Tribes, Empyrean, Barony of Letnev","Mahact Gene-Sorcerers"," Nomad"," Winnu"," Yssaril Tribes"," Empyrean"," Barony of Letnev","",""
10565,"Universities of Jol-Nar, L1Z1X Mindnet, Titans of Ul, Nomad, Vuil'raith Cabal, Barony of Letnev","Universities of Jol-Nar"," L1Z1X Mindnet"," Titans of Ul"," Nomad"," Vuil'raith Cabal"," Barony of Letnev","",""
10590,"Arborec, Ghosts of Creuss, Keleres ~ Argent, Naaz-Rokha Alliance, Sardakk N'orr, Barony of Letnev","Arborec"," Ghosts of Creuss"," Keleres ~ Argent"," Naaz-Rokha Alliance"," Sardakk N'orr"," Barony of Letnev","",""
10633,"Keleres ~ Mentak, Nekro Virus, Yssaril Tribes, Winnu, Naalu Collective, Barony of Letnev","Keleres ~ Mentak"," Nekro Virus"," Yssaril Tribes"," Winnu"," Naalu Collective"," Barony of Letnev","",""
10643,"Ghosts of Creuss, Nekro Virus, Mahact Gene-Sorcerers, Mentak Coalition, Clan of Saar, Barony of Letnev","Ghosts of Creuss"," Nekro Virus"," Mahact Gene-Sorcerers"," Mentak Coalition"," Clan of Saar"," Barony of Letnev","",""
10652,"Keleres ~ Mentak, Empyrean, Universities of Jol-Nar, Vuil'raith Cabal, Clan of Saar, Barony of Letnev","Keleres ~ Mentak"," Empyrean"," Universities of Jol-Nar"," Vuil'raith Cabal"," Clan of Saar"," Barony of Letnev","",""
10665,"Nekro Virus, Winnu, Sardakk N'orr, Yin Brotherhood, Clan of Saar, Barony of Letnev","Nekro Virus"," Winnu"," Sardakk N'orr"," Yin Brotherhood"," Clan of Saar"," Barony of Letnev","",""
